 -0.0   18.6
  0.3   35.7
  0.5   52.8
  0.8   69.9
  1.0   87.0
  1.3  104.2
  1.5  121.3
  1.8  138.4
  2.0  155.5
  2.3  172.6
  2.5  189.8
  2.8  206.9
  3.0  224.0
  3.3  241.1
  3.5  258.2
  3.8  275.4
  4.0  292.5
  4.3  309.6
  4.5  326.7
  4.8  343.8
  5.0  360.9
  5.3  378.1
  5.5  395.2
  5.8  412.3
  6.0  429.4
  6.3  446.5
  6.5  463.7
  6.8  480.8
  7.0  497.9
  7.3  515.0
  7.5  532.1
  7.8  549.3
  8.0  582.8
  8.3  617.0
  8.5  651.2
  8.8  685.5
  9.0  719.7
  9.3  754.0
  9.5  788.2
  9.8  822.4
 10.0  856.7
 10.3  890.9
 10.5  925.1
 10.8  959.4
 11.0  993.6
 11.3 1027.9
 11.5 1062.1
 11.8 1096.3
 12.0 1130.6
 12.3 1164.8
 12.5 1199.1
 12.8 1233.3
 13.0 1267.5
 13.3 1300.0
 13.5 1300.0
 13.8 1300.0
 14.0 1300.0
 14.3 1300.0
 14.5 1300.0
 14.8 1300.0
 15.0 1300.0
